numero_proyecto,fecha_ingreso,iniciativa,proyecto_suma,numero_ley,fecha_publicacion
3698-15,2004-10-06,Moción,Sanciona como delito el atentado a pedradas o de otra forma similar a vehículos en marcha.,20149,2007-01-23
3619-18,2004-07-22,Moción,"Otorga competencia a juez que indica para conocer sobre aumento, disminución o cese de pensión alimenticia de menores.",20152,2007-01-09
2600-18,2000-10-12,Moción,Establece la comunicación al Boletín Comercial de los incumplimientos graves de deudas alimenticias.,20152,2007-01-09
3143-07,2002-11-21,Moción,"Proyecto de ley que modifica la ley 19.284, que norma la integración social de personas con discapacidad.",20146,2007-01-09
3093-18,2002-10-10,Moción,Proyecto de ley que establece pena por el incumplimiento malicioso en el pago de pensiones alimenticias.,20152,2007-01-09
4510-05,2006-09-12,Mensaje,Reduce las tasas del impuesto adicional a la incorporación de conocimiento y tecnología desde el exterior.,20154,2007-01-09
4703-02,2006-12-05,Mensaje,"Modifica la planta de oficiales de la Armada, en los escalafones de oficiales ejecutivos e ingenieros navales y del litoral",20156,2007-01-08
3379-06,2003-10-16,Moción,"Establece como feriado el día 16 de Julio, Fiesta de la Virgen del Carmen, en sustitución del feriado  correspondiente a Corpus Christi",20148,2007-01-06
4737-05,2006-12-19,Mensaje,"Modifica el artículo 36 de la ley N° 20.143, que otorga un reajuste de remuneraciones a los trabajadores del sector público.",20155,2007-01-05
4639-11,2006-10-31,Mensaje,"Modifica las leyes N°s 19.378 y 19.813, y concede otros beneficios al personal de la atención primaria de salud.",20157,2007-01-05
3040-04,2002-09-03,Moción,"Proyecto de ley que autoriza erigir un monumento, en Valparaíso, en memoria del dibujante don Renzo Pecchenino Raggi \""Lukas\"".",20144,2006-12-30
4706-05,2006-12-06,Moción,Otorgamiento de permisos para operación de casinos de juego.,20150,2006-12-30
3931-07,2005-07-20,Moción,"Sanciona como delito el hurto hormiga, cualquiera que fuere el valor de la cosa hurtada.",20140,2006-12-30
4135-07,2006-04-06,Moción,"Modifica el artículo 174, del Código Civil respecto del divorcio.",20145,2006-12-30
3867-07,2005-05-17,Moción,"Complementa la ley N° 19.950, estableciendo una pena en caso de hurto falta en grado de frustrado.",20140,2006-12-30
3911-04,2005-06-22,Moción,"Autoriza erigir un monumento en la localidad de Chañaral Alto, comuna de Monte Patria, en memoria de don Alejandro Chelén Rojas.",20147,2006-12-30
4726-04,2006-12-14,Mensaje,Otorga beneficios a los profesionales de la educación que indica.,20158,2006-12-29
4705-06,2006-12-05,Mensaje,"Prorroga la aplicación de los coeficientes de distribución del Fondo Común Municipal vigentes durante el año 2006, para el año 2007.",20151,2006-12-29
4620-02,2006-10-16,Mensaje,Extiende la Asignación de Especialidad al Grado Efectivo a funcionarios civiles de Carabineros de Chile.,20142,2006-12-20
4229-21,2006-06-14,Mensaje,Suspende la sustitución de embarcaciones pesqueras artesanales.,20139,2006-12-18
4138-13,2006-04-06,Moción,Otorga permiso laboral por muerte de parientes que  indica.,20137,2006-12-16
4236-13,2006-06-14,Moción,Concede permiso a trabajadores que sufren el fallecimiento de un hijo o su cónyuge.,20137,2006-12-16
4104-05,2006-03-21,Mensaje,Autoriza la contribución de Chile a la acción contra el hambre y la pobreza mundial.,20138,2006-12-14
4565-05,2006-10-03,Mensaje,Ley de Presupuestos para el sector público.,20141,2006-12-14
4681-05,2006-11-21,Mensaje,"Otorga un reajuste de remuneraciones a los trabajadores del sector público, concede aguinaldos que señala, reajusta las asignaciones familiar y maternal, del subsidio familiar y concede otros beneficios que indica.",20143,2006-12-13
4424-03,2006-08-17,Moción,Elimina beneficio que indica para naves de transporte marítimo en el puerto de Arica.,20136,2006-12-13
4064-05,2005-12-21,Mensaje,Concede bonificación por retiro voluntario a los funcionarios  municipales que indica.,20135,2006-12-13
4395-05,2006-08-03,Mensaje,Concede un bono extraordinario a los exonerados por motivos políticos que indica.,20134,2006-11-22
4619-29,2006-10-18,Mensaje,"Suspende plazos de la ley N° 20.019, que crea sociedades anónimas deportivas.",20133,2006-11-18
3224-04,2003-04-15,Mensaje,Establece un sistema nacional de aseguramiento de la calidad de la educación superior.,20129,2006-11-17
3225-04,2003-04-29,Mensaje,Proyecto de ley que autoriza la construcción  de un monumento en memoria del artista Roberto Matta Echaurren,20132,2006-11-17
3097-06,2002-10-15,Moción,Proyecto de ley que reduce la edad para participar en juntas de vecinos.,20131,2006-11-17
4369-05,2006-08-08,Mensaje,"Introduce modificaciones en el decreto ley N° 3.475, de 1980, que contiene la ley sobre Impuestos de Timbres y Estampillas.",20130,2006-11-07
4174-13,2006-05-02,Mensaje,"Modifica el Estatuto de Capacitación y Empleo, en materia de bonificación al contrato de aprendizaje.",20124,2006-10-27
4093-17,2006-03-07,Mensaje,Concede la nacionalidad chilena a don Horst Paulmann.,20127,2006-10-19
2364-05,1999-07-08,Moción,"Modifica el N° 16, del artículo 97, del decreto ley N° 830, de 1974, Código Tributario.",20125,2006-10-18
3505-13,2004-04-21,Moción,"Modifica la ley N°18.833, con el objeto de definir el sujeto obligado al pago de los créditos sociales, en el caso que señala",20126,2006-10-17
2943-13,2002-05-21,Mensaje,"Regula  trabajo en régimen de subcontratación, el funcionamiento de las empresas de servicios transitorios y el contrato de servicios transitorios.",20123,2006-10-16
4000-05,2005-10-04,Mensaje,Sobre responsabilidad fiscal.,20128,2006-09-30
4392-03,2006-08-03,Moción,Exime a vehículos internados al país bajo el régimen de zona franca de extensión del cumplimiento de normas de emisión dictadas con posterioridad a su fecha de fabricación.,20122,2006-09-28
1993-11,1997-03-12,Moción,"Sobre investigación científica en el ser humano, su genoma, y prohibe la clonación humana.",20120,2006-09-22
3023-01,2002-08-08,Moción,Establece normas sobre pueblos indígenas con el objeto de reconocer la existencia y atributos de la Etnia Diaguita y la calidad de indígena diaguita.,20117,2006-09-08
4185-06,2006-05-04,Moción,"Modifica la ley N° 19.518, permitiendo que las municipalidades puedan actuar como organismos técnicos de capacitación (OTEC)",20121,2006-09-04
3626-07,2004-08-04,Moción,"Modifica la ley N° 19.913, que creó la Unidad de Análisis Financiero.",20119,2006-08-31
4129-13,2006-03-29,Moción,Sobre jornada laboral de los cuarteleros de las compañías de bomberos.,20118,2006-08-25
2753-03,2001-07-11,Moción,"Modifica la ley Nº 18.892, General de Pesca y Acuicultura, con la finalidad de prohibir o regular, en su caso, la importación o cultivo de especies hidrobiológicas genéticamente modificadas",20116,2006-08-24
4001-02,2005-10-04,Mensaje,Crea nuevos escalafones en las plantas de la Policía de Investigaciones de Chile.,20113,2006-07-25
3992-14,2005-09-14,Moción,Hace aplicable el procedimiento  simplificado y la franquicia de arancel a todo contrato en que se aplique cualquier tipo de subsidio habitacional estatal a la adquisición de una vivienda social.,20112,2006-07-13
4227-08,2006-06-13,Mensaje,"Prorroga vigencia del mecanismo de estabilización de precios de combustibles derivados del petróleo, establecido  en la ley N° 20.063, con las modificaciones que indica.",20115,2006-07-01
4220-05,2006-06-06,Mensaje,Concede bono extraordinario para las familias de menores ingresos.,20111,2006-06-28
3894-05,2005-06-15,Moción,Obliga a los bancos a repartir dividendos en casos que indica.,20109,2006-06-24
4197-07,2006-05-09,Mensaje,"Modifica el plazo de entrada en vigencia de la ley N° 20.084, sobre responsabilidad penal juvenil.",20110,2006-06-01
2587-01,2000-09-13,Moción,"Modifica el artículo 124 de la ley N° 18.892, General de Pesca y Acuicultura.",20107,2006-05-17
3825-11,2005-04-05,Mensaje,"Modifica la ley Nº 19.419, en materias relativas a la publicidad y el consumo del tabaco.",20105,2006-05-16
4088-04,2006-01-24,Mensaje,"Faculta para regularizar construcciones en inmuebles en los que funcionan jardines infantiles, en el plazo que indica.",20103,2006-05-16
4044-09,2005-11-09,Moción,Aumenta a un año el plazo para regularizar derechos de aprovechamiento de aguas subterráneas.,20099,2006-05-15
4175-03,2006-05-02,Mensaje,"Prorroga plazos de la ley N° 20.019, sobre sociedades anónimas deportivas profesionales.",20108,2006-05-06
3948-07,2005-08-10,Moción,"Concede la nacionalidad chilena, por especial gracia, a Monseñor Ricardo Ezzati Andrello.",20100,2006-05-04
2815-05,2001-10-30,Moción,"Reforma el D.F.L. N° 120, de Hacienda, Ley Orgánica de la Polla Chilena de Beneficencia",20098,2006-05-04
4147-21,2006-04-11,Moción,"Renueva vigencia de la ley N° 20.049, que suspende el reemplazo de inscripciones en el Registro pesquero Artesanal.",20106,2006-04-29
4131-13,2006-04-04,Mensaje,Concede un reajuste extraordinario a las pensiones más bajas y modifica otras leyes que indica.,20102,2006-04-28
4009-13,2005-10-06,Mensaje,"Amplía el concepto de accidente del trabajo contemplado en la ley N° 16.744, sobre Accidentes del Trabajo y Enfermedades Profesionales.",20101,2006-04-28
4145-02,2006-04-11,Mensaje,"Modifica la ley N° 18.291, que reestructura y fija la planta y grados del personal de Carabineros de Chile.",20104,2006-04-27
4095-05,2006-03-07,Mensaje,"Introduce modificaciones al artículo 2° de la ley N° 20.026, que establece un impuesto específico a la renta de la actividad minera y agrega nuevo artículo transitorio.",20097,2006-04-08
2725-12,2001-06-06,Moción,Establece mecanismos de control aplicables a las sustancias agotadoras de la capa de ozono,20096,2006-03-23
4062-04,2005-12-20,Mensaje,"Modifica el artículo 1° de la ley N° 20.059, sobre modernización del Ministerio de Educación.",20095,2006-02-02
3995-08,2005-10-11,Mensaje,"Establece régimen transitorio para la aplicación del nuevo impuesto al gas como combustibles en la XII Región, y modifica el artículo primero de la ley N° 19.709.",20093,2006-01-21
3642-07,2004-08-31,Mensaje,"Modifica la ley Nº 16.271, en lo relativo al cobro de aranceles por parte de los conservadores de bienes raíces",20094,2006-01-18
3674-01,2004-09-15,Mensaje,Crea Sistema Nacional de Certificación de productos orgánicos agrícolas.,20089,2006-01-17
3038-07,2002-09-05,Moción,Sanciona con mayor rigor el abigeato y facilita su investigación.,20090,2006-01-11
3360-01,2003-09-11,Moción,Busca sancionar el abigeato y propone medidas a favor de la seguridad de los sectores rurales,20090,2006-01-11
3495-07,2004-04-14,Moción,Modifica la penalidad en el delito de hurto de animales y facilita los medios de comprobación,20090,2006-01-11
3892-21,2005-06-15,Mensaje,Modifica ley General de Pesca y Acuicultura en materia de acuicultura.,20091,2006-01-10
2394-07,1999-09-02,Moción,Establece como obligatoria la declaración patrimonial de bienes a las autoridades que ejercen una función pública.,20088,2006-01-05
3367-13,2003-10-01,Mensaje,Sustituye el procedimiento laboral contemplado en el Libro V del Código del Trabajo.,20087,2006-01-03
4060-05,2005-12-20,Mensaje,Establece un bono extraordinario para quienes ejerzan como vocales de mesa receptoras de sufragio.,20092,2005-12-31
4013-06,2005-10-11,Mensaje,"Introduce una disposición transitoria al decreto ley N° 3063, de 1979, sobre rentas municipales.",20085,2005-12-22
3989-07,2005-09-13,Moción,Introduce modificaciones a la aplicación de los procedimientos de la ley de tribunales de familia.,20086,2005-12-15
799-15,1992-09-16,Moción,"Sustituye el Artículo 18 de la N° 18.290, de Tránsito, en lo relativo a la duración de la licencia de conducir.",20068,2005-12-10
489-15,1991-09-11,Moción,"Establece restricción vehicular con el fin de reducir o evitar la contaminación ambiental y modifica el artículo 197 de la ley N° 18.290, de Tránsito.",20068,2005-12-10
999-15,1993-05-21,Mensaje,Introduce diversas modificaciones en materia de tránsito terrestre,20068,2005-12-10
372-15,1991-06-11,Moción,"Modifica la ley N° 18.290, Ley de Tránsito, en lo relativo a vehículos de tracción humana, tales como bicicletas, triciclos y otros similares.",20068,2005-12-10
1034-15,1993-07-08,Moción,"Modifica la Ley N° 18.290, con la finalidad de establecer la obigatoriedad de realizar licitaciones públicas de establecimientos que practiquen revisiones técnicas de vehículos motorizados en todas las comunas del país.",20068,2005-12-10
922-15,1993-01-28,Moción,"Modifica Ley N° 18.290, de tránsito, elevando a calidad de delito la evasión del lugar del accidente.",20068,2005-12-10
1017-15,1993-01-16,Moción,Establece el uso obligatorio de cinturón de seguridad en buses interurbanos.,20068,2005-12-10
802-15,1992-09-16,Moción,"Modifica la ley N° 18.290, de Tránsito, con el objeto de permitir a los propietarios de vehículos de alquiler aumentar la capacidad de pasajeros sentados.",20068,2005-12-10
995-15,1993-05-19,Moción,"Modifica la Ley N° 18.290, de Tránsito, con el objeto de establecer la obligatoriedad de la tercera luz de freno en los vehículos motorizados.",20068,2005-12-10
706-15,1992-06-03,Moción,"Modifica la Ley nº 18.290, de Transito, en lo Relativo a la Comercialización y el uso de Artefactores Detectores de Ondas Sonoras.",20068,2005-12-10
1308-15,1994-08-04,Moción,"Proyecto de ley que establece velocidades máximas de circulación, según características de las vías.",20068,2005-12-10
771-15,1992-08-19,Moción,"Reemplaza el artículo 150 de la Ley N° 18.290, de Tránsito, en lo relativo a los límites máximos de velocidad.",20068,2005-12-10
2193-15,1998-07-01,Moción,"Modifica la Ley Nº 18.290, Ley de Tránsito, con el objeto de prohibir a los camiones usar carros y remolques.",20068,2005-12-10
1200-15,1994-05-12,Moción,"Modifica artículos 71 y 79 de la ley N° 18.290, de tránsito, relativos a transporte escolar.",20068,2005-12-10
1291-15,1994-07-19,Moción,"Modifica  la ley N° 18.290, de Transito, y prohibe circulación y estacionamiento de vehículos de carga en lugares que indica.",20068,2005-12-10
801-15,1992-09-16,Moción,"Modifica ley N° 18.290, de tránsito, para establecer estímulos a los conductores diligentes.",20068,2005-12-10
637-15,1992-03-19,Moción,"Modifica el artículo 13 de la ley N°18.290, de Tránsito, en lo relativo a la concesión de licencia de conducir.",20068,2005-12-10
537-15,1991-11-20,Moción,"Modifica la Ley Nº 18.290, de Transito, con el objeto de incentivar el uso de las bicicletas",20068,2005-12-10
2733-02,2001-07-03,Mensaje,Modifica la Ley de Navegación respecto de naves abandonadas.,20070,2005-12-09
3021-07,2002-08-06,Mensaje,Establece un sistema de responsabilidad de los adolescentes por infracciones a la ley penal.,20084,2005-12-07
4035-05,2005-11-08,Mensaje,"Reajusta remuneraciones de los funcionarios del Sector Público, concede aguinaldos que señala, reajusta las asignaciones familiar y maternal, del subsidio familiar y concede otros beneficios que indica.",20079,2005-11-30
3671-03,2004-09-14,Mensaje,"Modifica la ley Nº 18.175, de Quiebras, en materia de convenios concursales",20073,2005-11-29
3993-05,2005-10-04,Mensaje,Presupuesto del Sector Público para el año 2006.,20083,2005-11-29
3719-04,2004-11-11,Moción,"Autoriza erigir monumento y santuario en memoria del Padre Pío de Petrelcina, en la región del Maule.",20082,2005-11-25
3824-13,2005-04-05,Mensaje,Completa la incorporación al seguro escolar a los estudiantes que estén en el nivel parvulario.,20067,2005-11-25
3564-04,2004-06-17,Moción,"Autoriza erigir un monumento en la ciudad de Copiapó en memoria de Monseñor Fernando Ariztía Ruiz, Obispo Emérito de Copiapó",20081,2005-11-25
4015-06,2005-10-18,Mensaje,"Prorroga aplicación de los coeficientes de distribución del Fondo Común Municipal vigentes durante el año 2005 para el año 2006, y establece un mecanismo de compensación.",20075,2005-11-25
3965-03,2005-08-30,Moción,"Aclara el sentido de la ley N° 18.175, de quiebras, en la forma que indica.",20080,2005-11-24
3556-15,2004-06-15,Moción,Exige contar con licencia clase `F` para conducir vehículos de emergencia bomberiles,20078,2005-11-24
3960-11,2005-08-30,Mensaje,"Restablece la bonificación fiscal para enfermedades catastróficas, establecidas en la ley N° 19.779.",20077,2005-11-24
3344-15,2003-09-04,Moción,"Ordena la anotación de los vehículos robados, en el Registro de Vehículos Motorizados",20072,2005-11-23
3964-14,2005-08-30,Mensaje,Crea y regula el Registro Nacional de Revisores Independientes de Obras de Edificación.,20071,2005-11-22
3524-13,2004-05-11,Moción,Concede acción pública tratándose de infracciones a las normas relativas al trabajo de menores,20069,2005-11-21
3399-15,2003-10-29,Moción,Suspende inscripción colectivos y buses en Registro Nacional de Servicios de Transporte de Pasajeros.,20076,2005-11-15
3465-07,2004-03-02,Mensaje,Modifica los Códigos Procesal Penal y Penal en diversas materias relativas al funcionamiento de la Reforma Procesal Penal.,20074,2005-11-14
3689-12,2004-10-05,Mensaje,"Regulariza la situación de ocupaciones irregulares en el borde costero de sectores que indica, y modifica el decreto ley Nº 1.939, de 1977",20062,2005-10-29
3154-07,2002-12-04,Mensaje,"Sobre modernización, regulación orgánica y planta del personal del Servicio Médico Legal.",20065,2005-10-21
2318-18,1999-04-07,Moción,Establece normas sobre procedimiento y sanciones relativas a los actos de violencia intrafamiliar.,20066,2005-10-07
3026-04,2002-08-20,Mensaje,Modernización y rediseño funcional del Ministerio de Educación.,20059,2005-10-01
2658-15,2001-01-18,Moción,"Modifica el artículo 5º de la ley N° 18.290, con el fin de permitir el reconocimiento de las licencias de conducir expedidas en el extranjero.",20046,2005-09-30
3978-05,2005-09-06,Mensaje,Crea Fondo de Estabilización de precios de combustibles derivados del petróleo.,20063,2005-09-29
3587-02,2004-07-06,Mensaje,Aumenta la penas en los casos de delitos de maltrato de obra a Carabineros con resultado de muerte o lesiones graves,20064,2005-09-29
2792-04,2001-09-12,Moción,Modifica la ley N° 18.962 Orgánica Constitucional de Enseñanza restableciendo la exclusividad universitaria del trabajo social.,20054,2005-09-27
2701-15,2001-05-10,Mensaje,"Modifica la ley N° 18.502, en relación con el impuesto al gas y establece regulaciones complementarias para la utilización del gas como combustible en vehículos.",20052,2005-09-27
3850-04,2005-05-03,Mensaje,Autoriza la modificación de los Estatutos de la Universidad de Chile.,20060,2005-09-27
1394-13,1994-10-06,Moción,"Modifica diversas normas del Código del Trabajo, contenido en el decreto con fuerza de ley Nº 1, de 1994, del Ministerio del Trabajo y Previsión Social.",20058,2005-09-26
3610-13,2004-07-14,Moción,Modifica el Código del Trabajo con el objeto de proteger el patrimonio de las organizaciones sindicales,20057,2005-09-23
3821-04,2005-04-05,Moción,"Autoriza erigir monumento en memoria del Padre Demetrio Bravo Santibáñez, en la ciudad de Melipilla.",20055,2005-09-23
2844-02,2001-12-18,Mensaje,Moderniza el Servicio Militar Obligatorio.,20045,2005-09-10
3885-07,2005-06-08,Mensaje,"Modifica la ley N° 17.798, sobre control de armas y explosivos",20061,2005-09-10
3963-05,2005-08-30,Mensaje,Otorga bono compensatorio para los aguinaldos de Fiestas Patrias y Navidad para el sector pasivo.,20056,2005-09-10
3939-06,2005-08-02,Mensaje,"Sobre transparencia, límite y control del gasto electoral.",20053,2005-09-06
3930-03,2005-07-19,Mensaje,Suspende el reemplazo de inscripciones en el Registro Pesquero Artesanal.,20049,2005-09-06
3303-13,2003-07-31,Moción,Establece permiso paternal en el Código del Trabajo.,20047,2005-09-02
3048-07,2002-09-10,Mensaje,Modifica el Código Penal y el Código de Justicia Militar en materia de desacato.,20048,2005-08-31
3840-04,2005-04-13,Moción,Prorroga el plazo establecido en la ley Nº 19.626 para la construcción del monumento en homenaje al cacique Lautaro.,20051,2005-08-30
3832-05,2005-04-06,Mensaje,Modifica la remuneración de los integrantes del Tribunal Calificador de Elecciones.,20043,2005-08-26
2526-07,2000-07-04,Moción,"Modifica la composición y atribuciones del Congreso Nacional, la aprobación de los tratados internacionales, la integración y funciones del Tribunal Constitucional y otras materias que indica.",20050,2005-08-26
2534-07,2000-07-06,Moción,"Reforma constitucional sobre elecciones de Diputados y Senadores, composición del Senado, integración y atribuciones del Tribunal Constitucional, Fuerzas Armadas, Consejo de Seguridad Nacional, Plebiscito y otras materias que indica. (VEASE TRAMITACION EN BOLETIN 2526-07)",20050,2005-08-26
3502-04,2004-04-20,Mensaje,Establece facultades en materias financieras para las universidades estatales.,20044,2005-08-23
2391-18,1999-08-31,Mensaje,"Establece sistema de atención a la niñez y adolescencia a través de la red de colaboradores del SENAME, y su régimen de subvención.",20032,2005-07-25
3854-17,2005-05-04,Moción,"Modifica el decreto ley N° 321, de 1925, sobre libertad condicional.",20042,2005-07-23
3694-02,2004-10-06,Mensaje,Fusiona los Escalafones Femeninos y Masculinos de Oficiales de Carabineros de Chile,20034,2005-07-15
3591-06,2004-07-07,Mensaje,Modifica el límite intercomunal de las comunas de Recoleta y Huechuraba,20041,2005-07-14
3590-09,2004-07-07,Mensaje,"Modifica la Ley General de Servicios Sanitarios, en materia de licitación de la provisión del servicio sanitario dentro del límite urbano",20038,2005-07-14
3310-11,2003-08-07,Moción,"Proyecto de ley que autoriza a todo tipo de establecimientos a vender lentes ópticos con fuerza dióptrica, tratándose de personas con presbicia",20029,2005-07-13
2903-11,2002-04-04,Moción,"Permite la venta de lentes para la presbicia, sin receta médica.",20029,2005-07-13
3893-05,2005-06-15,Mensaje,"Modifica el decreto con fuerza de ley N° 1, de 1982, del Ministerio de Minería, con el objeto de otorgar un subsidio al consumo eléctrico.",20040,2005-07-09
3577-03,2004-06-22,Moción,"Interpreta el artículo 26 del decreto ley Nº 3.063, de 1979, con el propósito de facilitar el funcionamiento de microempresas familiares.",20031,2005-07-08
3886-03,2005-06-08,Mensaje,Suspende el reemplazo de inscripciones en el registro pesquero artesanal.,20037,2005-07-06
3043-07,2002-09-04,Moción,"Modifica el Código Civil, en lo relativo a la exigencia de presentación de antecedentes para dar curso a la demanda de reclamación de maternidad o paternidad, y a la valoración de los medios de prueba sobre el particular.",20030,2005-07-05
3765-07,2004-12-15,Moción,"Concede, por especial gracia, la nacionalidad chilena al señor Ian Thomson Newman.",20036,2005-07-02
3899-05,2005-06-21,Mensaje,Reajusta el monto del ingreso mínimo mensual,20039,2005-07-01
2892-06,2002-03-19,Mensaje,"Modifica la ley N° 17.235, sobre Impuesto Territorial; el decreto ley N° 3.063, sobre Rentas Municipales; la ley N° 18.695, Orgánica Constitucional de Municipalidades y faculta a las municipalidades para otorgar condonaciones que indica. (Rentas Municipales II).",20033,2005-07-01
3203-06,2003-03-06,Mensaje,"Introduce modificaciones a la ley N° 19.175, Orgánica Constitucional sobre Gobierno y Administración Regional.",20035,2005-07-01
3873-05,2005-05-17,Mensaje,Deroga el inciso tercero del artículo 18 de la ley N° 19.578.,20028,2005-06-30
2595-11,2000-10-10,Moción,"Modifica la ley Nº 19.284, con el objeto de regular el uso de perros guías, de señal o de servicio por parte de las personas con discapacidad.",20025,2005-06-29
3772-08,2005-01-04,Mensaje,Establece un impuesto específico a la actividad minera.,20026,2005-06-16
876-09,1992-12-09,Mensaje,Modifica el  Código de  Aguas.,20017,2005-06-16
2726-07,2001-06-12,Moción,"Modifica la ley Nº 17.288, sobre Monumentos Nacionales, con el objeto de crear una nueva figura penal y sustituir la unidad en que se expresan sus multas",20021,2005-06-14
3223-04,2003-04-15,Mensaje,Establece normas para el financiamiento de estudios de educación superior.,20027,2005-06-11
3369-13,2003-10-01,Mensaje,"Modifica la Ley Nº 17.322, el Código del Trabajo y el DL Nº 3.500, de 1980.",20023,2005-05-31
3368-13,2003-10-01,Mensaje,Proyecto de ley que crea juzgados laborales y juzgados de cobranza laboral y previsional en las comunas que indica.,20022,2005-05-30
3830-05,2005-04-05,Mensaje,Establece mecanismo transitorio para compensar los menores ingresos municipales producidos con ocasión de una nueva determinación de los coeficientes anuales de distribución del fondo común municipal,20024,2005-05-30
3418-14,2003-11-18,Mensaje,"Modifica normas del decreto con fuerza de ley N°458, de 1975, ley General de Urbanismo y Construcciones, relativas a la calidad de la construcción",20016,2005-05-27
3806-08,2005-03-15,Mensaje,Introduce modificaciones al marco normativo que rige al sector eléctrico.,20018,2005-05-19
2981-11,2002-07-02,Mensaje,"Modifica la ley N° 18.933, sobre instituciones de salud previsional",20015,2005-05-17
3542-04,2004-05-20,Moción,Autoriza a erigir monumentos en memoria del Padre Alberto Hurtado en las diferentes comunas del país.,20020,2005-05-17
2219-02,1998-08-18,Moción,"Proyecto de ley que modifica la Ley Nº 17.798 sobre control de armas estableciendo mayores exigencias para inscribir un arma, prohibiendo el porte de las mismas y realiza otras modificaciones.",20014,2005-05-13
3358-03,2003-09-11,Moción,Modifica la ley de cuentas corrientes bancarias y cheques,20011,2005-05-07
3019-03,2002-08-06,Mensaje,Crea sociedades anónimas deportivas profesionales.,20019,2005-05-07
2457-04,2000-01-19,Moción,Autoriza la erección de un monumento en homenaje al ex Cardenal Raúl Silva Henríquez.,20013,2005-05-04
3837-05,2005-04-12,Mensaje,Crea bono extraordinario a los sectores de menores ingresos.,20012,2005-05-02
3803-06,2005-03-08,Mensaje,"Modifica leyes 18.556 sobre sistema de inscripciones electorales y servicio electoral y 18.700, sobre votaciones populares y escrutinios.",20010,2005-05-02
3574-14,2004-06-22,Moción,"Modifica la ley General de Urbanismo y Construcciones, en materia de contratos de promesa de compraventa de determinados bienes raíces sin recepción definitiva",20007,2005-04-11
3129-03,2003-03-26,Moción,"Limita responsabilidad de los usuarios de tarjetas de crédito por operaciones realizadas con tarjetas extraviadas, hurtadas o robadas.",20009,2005-04-01
3623-04,2004-08-03,Mensaje,Modifica el Estatuto Docente,20006,2005-03-22
3736-06,2004-12-14,Mensaje,Establece asignaciones que indica para funcionarios municipales y jueces de policía local,20008,2005-03-22
1419-07,1994-10-24,Moción,Tipifica y sanciona el acoso sexual.,20005,2005-03-18
2416-03,1999-10-20,Mensaje,"Modifica ley N° 19.039, que establece normas aplicables a los privilegios industriales y protección de los derechos de propiedad industrial.",19996,2005-03-11
3180-03,2002-12-17,Mensaje,Fortalecimiento de la transparencia en la administración privada de las quiebras,20004,2005-03-08
2439-20,1999-12-14,Mensaje,"Sustituye ley N° 19.366, que sanciona el tráfico ilícito de estupefacientes y sustancias sicotrópicas.",20000,2005-02-16
3630-10,2004-08-10,Mensaje,Establece normas relativas al mejoramiento de la gestión institucional del Ministerio de Relaciones Exteriores.,19999,2005-02-10
3711-10,2004-11-15,Mensaje,"Modifica el artículo 3° de la ley N° 18.340, que fija el arancel consular",20003,2005-02-10
3242-13,2003-05-20,Moción,Regula el peso máximo de carga humana.,20001,2005-02-05
3716-05,2004-11-11,Mensaje,Establece una bonificación por egreso al personal de Gendarmería de Chile.,19998,2005-02-04
3763-05,2004-12-15,Mensaje,Prorroga la vigencia de los avalúos de los bienes raíces no agrícolas de todo el país y la vigencia del mecanismo de compensación de los ingresos municipales establecido en la ley N° 19.850.,20002,2005-02-04
3780-04,2005-01-06,Mensaje,"Modifica la ley N° 19.961, sobre evaluación docente.",19997,2005-01-25
3266-02,2003-06-19,Moción,Fija en 4 años la duración en el cargo de Director General de la Policía de Investigaciones de Chile.,19987,2005-01-12
2643-02,2000-12-12,Moción,Modifica la ley Orgánica de la Policía de Investigaciones de Chile respecto de la designación del Director General,19987,2005-01-12
3267-02,2003-06-19,Moción,"Modifica en la forma que indica el decreto ley N° 2.460, ley Orgánica de la Policía de Investigaciones de Chile",19987,2005-01-12
3288-02,2003-07-10,Moción,"Modifica el decreto ley N° 1.487, de 1979.",19987,2005-01-12
2361-23,1999-07-06,Mensaje,"Establece las bases generales para la autorización, funcionamiento y fiscalización de casinos de juegos y salas de bingo.",19995,2005-01-07
3298-08,2003-07-29,Mensaje,Autoriza a la Empresa Nacional de Minería (ENAMI) transferir a la Empresa Corporación Nacional del Cobre de Chile (CODELCO) la fundición y refinería Las Ventanas.,19993,2005-01-04
3712-04,2004-11-02,Mensaje,"Establece facultades para la Tesorería General de la República y modifica la ley N° 19.848, sobre reprogramación de deudas a los fondos de crédito solidario.",19989,2004-12-31
3729-13,2004-11-17,Mensaje,Crea asignación de estímulo y desempeño y proporciona normas sobre carrera funcionaria para los funcionarios de la Dirección del Trabajo.,19994,2004-12-31
3762-17,2004-12-14,Mensaje,Establece pensión de reparación y otorga otros beneficios a favor de las personas que indica.,19992,2004-12-24
3708-07,2004-10-20,Mensaje,"Modifica el Código Orgánico de Tribunales y la ley N° 18.776, incorporando las comunas de Alto Hospicio, Hualpén, Alto Bíobío, Cholchol, San Pedro de la Paz y Chiguayante a los territorios jurisdiccionales de los tribunales que indica.",19990,2004-12-24
3728-07,2004-11-16,Mensaje,"Faculta al Pleno de la Corte Suprema para autorizar el funcionamiento de salas en las Cortes de Apelaciones, durante el feriado judicial.",19991,2004-12-24
